121.806284,31.150525,15000,-60,0,0
121.8053899,31.15116857,15000,-60,0,0
121.8044957,31.15181213,15000,-60,0,0
121.8036016,31.1524557,15000,-60,0,0
121.8027075,31.15309927,15000,-60,0,0
121.8018133,31.15374283,15000,-60,0,0
121.8009192,31.1543864,15000,-60,0,0
121.8000251,31.15502997,15000,-60,0,0
121.7991309,31.15567353,15000,-60,0,0
121.7982368,31.1563171,15000,-60,0,0
121.7973427,31.15696067,15000,-60,0,0
121.7964485,31.15760423,15000,-60,0,0
121.7955544,31.1582478,15000,-60,0,0
121.7946603,31.15889137,15000,-60,0,0
121.7937661,31.15953493,15000,-60,0,0
121.792872,31.1601785,15000,-60,0,0
121.7919779,31.16082207,15000,-60,0,0
121.7910837,31.16146563,15000,-60,0,0
121.7901896,31.1621092,15000,-60,0,0
121.7892955,31.16275277,15000,-60,0,0
121.7884013,31.16339634,15000,-60,0,0
121.7875072,31.1640399,15000,-60,0,0
121.786613,31.16468347,15000,-60,0,0
121.7857189,31.16532704,15000,-60,0,0
121.7848248,31.1659706,15000,-60,0,0
121.7839306,31.16661417,15000,-60,0,0
121.7830365,31.16725774,15000,-60,0,0
121.7821424,31.1679013,15000,-60,0,0
121.7812482,31.16854487,15000,-60,0,0
121.7803541,31.16918844,15000,-60,0,0
121.77946,31.169832,15000,-60,0,0
121.7785658,31.17047557,15000,-60,0,0
121.7776717,31.17111914,15000,-60,0,0
121.7767776,31.1717627,15000,-60,0,0
121.7758834,31.17240627,15000,-60,0,0
121.7749893,31.17304984,15000,-60,0,0
121.7740952,31.1736934,15000,-60,0,0
121.773201,31.17433697,15000,-60,0,0
121.7723069,31.17498054,15000,-60,0,0
121.7714128,31.1756241,15000,-60,0,0
121.7705186,31.17626767,15000,-60,0,0
121.7696245,31.17691124,15000,-60,0,0
121.7687304,31.1775548,15000,-60,0,0
121.7678362,31.17819837,15000,-60,0,0
121.7669421,31.17884194,15000,-60,0,0
121.766048,31.1794855,15000,-60,0,0
121.7651538,31.18012907,15000,-60,0,0
121.7642597,31.18077264,15000,-60,0,0
121.7633656,31.1814162,15000,-60,0,0
121.7624714,31.18205977,15000,-60,0,0
121.7615773,31.18270334,15000,-60,0,0
121.7606832,31.1833469,15000,-60,0,0
121.759789,31.18399047,15000,-60,0,0
121.7588949,31.18463404,15000,-60,0,0
121.7580008,31.18527761,15000,-60,0,0
121.7571066,31.18592117,15000,-60,0,0
121.7562125,31.18656474,15000,-60,0,0
121.7553184,31.18720831,15000,-60,0,0
121.7544242,31.18785187,15000,-60,0,0
121.7535301,31.18849544,15000,-60,0,0
121.752636,31.18913901,15000,-60,0,0
121.7517418,31.18978257,15000,-60,0,0
121.7508477,31.19042614,15000,-60,0,0
121.7499536,31.19106971,15000,-60,0,0
121.7490594,31.19171327,15000,-60,0,0
121.7481653,31.19235684,15000,-60,0,0
121.7472711,31.19300041,15000,-60,0,0
121.746377,31.19364397,15000,-60,0,0
121.7454829,31.19428754,15000,-60,0,0
121.7445887,31.19493111,15000,-60,0,0
121.7436946,31.19557467,15000,-60,0,0
121.7428005,31.19621824,15000,-60,0,0
121.7419063,31.19686181,15000,-60,0,0
121.7410122,31.19750537,15000,-60,0,0
121.7401181,31.19814894,15000,-60,0,0
121.7392239,31.19879251,15000,-60,0,0
121.7383298,31.19943607,15000,-60,0,0
121.7374357,31.20007964,15000,-60,0,0
121.7365415,31.20072321,15000,-60,0,0
121.7356474,31.20136677,15000,-60,0,0
121.7347533,31.20201034,15000,-60,0,0
121.7338591,31.20265391,15000,-60,0,0
121.732965,31.20329747,15000,-60,0,0
121.7320709,31.20394104,15000,-60,0,0
121.7311767,31.20458461,15000,-60,0,0
121.7302826,31.20522817,15000,-60,0,0
121.7293885,31.20587174,15000,-60,0,0
121.7284943,31.20651531,15000,-60,0,0
121.7276002,31.20715888,15000,-60,0,0
121.7267061,31.20780244,15000,-60,0,0
121.7258119,31.20844601,15000,-60,0,0
121.7249178,31.20908958,15000,-60,0,0
121.7240237,31.20973314,15000,-60,0,0
121.7231295,31.21037671,15000,-60,0,0
121.7222354,31.21102028,15000,-60,0,0
121.7213413,31.21166384,15000,-60,0,0
121.7204471,31.21230741,15000,-60,0,0
121.719553,31.21295098,15000,-60,0,0
121.7186589,31.21359454,15000,-60,0,0
121.7177647,31.21423811,15000,-60,0,0
121.7168706,31.21488168,15000,-60,0,0
121.7159765,31.21552524,15000,-60,0,0
121.7150823,31.21616881,15000,-60,0,0
121.7141882,31.21681238,15000,-60,0,0
